date,question,direction,prob_market,edge,kelly,position_size,outcome,won,pnl,bankroll
2024-05-10 12:00:00+00:00,Vultures 2 on Spotify by Friday?,BUY YES,0.5,0.1793,0.1,50.0,0,0,-50.0,11100.0
2024-05-10 12:00:00+00:00,Kendrick arrested by Friday? ,BUY YES,0.5,0.1003,0.1,50.0,0,0,-50.0,11050.0
2024-05-10 12:00:00+00:00,No commencement cancelations by May 10?,BUY NO,0.5,-0.0954,0.0954,50.0,0,1,50.0,11100.0
2024-05-10 12:00:00+00:00,Will Wisconsin be the next university to cancel commencement?,BUY NO,0.5,-0.1889,0.1,50.0,0,1,50.0,11150.0
2024-05-10 12:00:00+00:00,Will NYU be the next university to cancel commencement?,BUY NO,0.5,-0.1473,0.1,50.0,0,1,50.0,11200.0
2024-05-10 12:00:00+00:00,Will UCLA be the next university to cancel commencement?,BUY NO,0.5,-0.1213,0.1,50.0,0,1,50.0,11250.0
2024-05-10 12:00:00+00:00,Will Harvard be the next university to cancel commencement?,BUY NO,0.5,-0.1261,0.1,50.0,0,1,50.0,11300.0
2024-05-11 12:00:00+00:00,Dallas Mavericks vs. Oklahoma City Thunder: Game 3,BUY NO,0.5,-0.0984,0.0984,50.0,1,0,-50.0,11250.0
2024-05-11 12:00:00+00:00,"Kendrick's ""Euphoria"" in Billboard top 10 week of May 11? ",BUY NO,0.5,-0.0772,0.0772,50.0,0,1,50.0,11300.0
2024-05-11 12:00:00+00:00,Cleveland Cavaliers vs. Boston Celtics: Game 3,BUY NO,0.5,-0.2604,0.1,50.0,0,1,50.0,11350.0
2024-05-12 12:00:00+00:00,Indiana Pacers vs. New York Knicks Game 4,BUY NO,0.5,-0.0807,0.0807,50.0,1,0,-50.0,11300.0
2024-05-12 12:00:00+00:00,Minnesota Timberwolves vs. Denver Nuggets: Game 4,BUY NO,0.5,-0.2353,0.1,50.0,0,1,50.0,11350.0
2024-05-13 00:00:00+00:00,Will 'Dune: Part Two' gross more than $300m by May 15?,BUY YES,0.5,0.1395,0.1,50.0,0,0,-50.0,11300.0
2024-05-13 00:00:00+00:00,Will 'Dune: Part Two' gross between $200m-250m by May 15?,BUY NO,0.5,-0.0892,0.0892,50.0,0,1,50.0,11350.0
2024-05-13 12:00:00+00:00,Will 'Kingdom of the Planet of the Apes' gross between $46m and $51m on its open,BUY YES,0.5,0.0871,0.0871,50.0,0,0,-50.0,11300.0
2024-05-13 12:00:00+00:00,$GME halted 9 times today?,BUY NO,0.5,-0.1261,0.1,50.0,1,0,-50.0,11250.0
2024-05-13 12:00:00+00:00,OpenAI announces search competitor on Monday?,BUY YES,0.5,0.2021,0.1,50.0,0,0,-50.0,11200.0
2024-05-13 12:00:00+00:00,Dallas Mavericks vs. Oklahoma City Thunder: Game 4,BUY YES,0.5,0.1669,0.1,50.0,0,0,-50.0,11150.0
2024-05-13 12:00:00+00:00,$GME halted 11 times today?,BUY NO,0.5,-0.0808,0.0808,50.0,0,1,50.0,11200.0
2024-05-13 12:00:00+00:00,$GME halted 12 times today?,BUY NO,0.5,-0.213,0.1,50.0,0,1,50.0,11250.0
2024-05-13 12:00:00+00:00,$GME halted 13+ times today?,BUY NO,0.5,-0.2691,0.1,50.0,0,1,50.0,11300.0
2024-05-13 12:00:00+00:00,$GME halted 10 times today?,BUY NO,0.5,-0.2233,0.1,50.0,0,1,50.0,11350.0
2024-05-14 12:00:00+00:00,Will another candidate win Maryland US Senate Democratic Primary?,BUY NO,0.5,-0.3489,0.1,10.49,0,1,10.49,11360.49
2024-05-14 12:00:00+00:00,Will Angela Alsobrooks win Maryland US Senate Democratic Primary?,BUY NO,0.5,-0.2414,0.1,50.0,1,0,-50.0,11310.49
2024-05-14 12:00:00+00:00,Will David Trone win Maryland US Senate Democratic Primary?,BUY NO,0.5,-0.2053,0.1,50.0,0,1,50.0,11360.49
2024-05-14 12:00:00+00:00,Drake or Kendrick higher on Billboard Hot 100 this week?,BUY NO,0.5,-0.0967,0.0967,50.0,0,1,50.0,11410.49
2024-05-14 12:00:00+00:00,New York Knicks vs. Indiana Pacers: Game 5,BUY YES,0.5,0.0951,0.0951,50.0,1,1,50.0,11460.49
2024-05-14 12:00:00+00:00,Will another candidate win the Baltimore Mayoral Democratic Primary? ,BUY NO,0.5,-0.1867,0.1,50.0,0,1,50.0,11510.49
2024-05-14 12:00:00+00:00,Will Sheila Dixon win the Baltimore Mayoral Democratic Primary?,BUY NO,0.5,-0.1109,0.1,50.0,0,1,50.0,11560.49
2024-05-14 12:00:00+00:00,Denver Nuggets vs. Minnesota Timberwolves: Game 5,BUY YES,0.5,0.1245,0.1,50.0,1,1,50.0,11610.49
2024-05-14 12:00:00+00:00,$GME halted on Tuesday?,BUY YES,0.5,0.2284,0.1,50.0,1,1,50.0,11660.49
2024-05-15 12:00:00+00:00,Knicks vs. Pacers Series Winner,BUY NO,0.5,-0.1339,0.1,50.0,0,1,50.0,11710.49
2024-05-15 12:00:00+00:00,$DJT market cap more than $10b on May 15?,BUY YES,0.5,0.1201,0.1,50.0,0,0,-50.0,11660.49
2024-05-15 12:00:00+00:00,$DJT market cap $9b-$10b on May 15?,BUY YES,0.5,0.1216,0.1,50.0,0,0,-50.0,11610.49
2024-05-15 12:00:00+00:00,$DJT market cap less than $5b on May 15?,BUY YES,0.5,0.0814,0.0814,50.0,0,0,-50.0,11560.49
2024-05-15 12:00:00+00:00,$GME halted on Wednesday?,BUY YES,0.5,0.0951,0.0951,50.0,1,1,50.0,11610.49
2024-05-15 12:00:00+00:00,Oklahoma City Thunder vs. Dallas Mavericks: Game 5,BUY NO,0.5,-0.1099,0.1,50.0,0,1,50.0,11660.49
2024-05-15 12:00:00+00:00,ICC arrest warrants for Israeli leaders by May 15?,BUY NO,0.5,-0.0764,0.0764,50.0,0,1,50.0,11710.49
2024-05-15 12:00:00+00:00,Columbia May 15 graduation ceremony cancelled?,BUY NO,0.5,-0.1541,0.1,50.0,1,0,-50.0,11660.49
2024-05-15 12:00:00+00:00,US inflation >0.3% from March to April 2024?,BUY NO,0.5,-0.1361,0.1,50.0,0,1,50.0,11710.49
2024-05-15 12:00:00+00:00,$DJT market cap $6b-$7b on May 15?,BUY YES,0.5,0.1216,0.1,50.0,0,0,-50.0,11660.49
2024-05-16 12:00:00+00:00,Minnesota Timberwolves vs. Denver Nuggets: Game 6,BUY YES,0.5,0.2458,0.1,50.0,1,1,50.0,11710.49
2024-05-17 12:00:00+00:00,GME market cap greater than $16b on May 17?,BUY YES,0.5,0.1093,0.1,50.0,0,0,-50.0,11660.49
2024-05-17 12:00:00+00:00,Drake arrested by Friday? ,BUY NO,0.5,-0.1533,0.1,50.0,0,1,50.0,11710.49
2024-05-17 12:00:00+00:00,Kendrick drops new track by Friday?,BUY NO,0.5,-0.1076,0.1,50.0,0,1,50.0,11760.49
2024-05-17 12:00:00+00:00,"Ethereum above $3,000 on May 17?",BUY NO,0.5,-0.17,0.1,50.0,1,0,-50.0,11710.49
2024-05-17 12:00:00+00:00,"Bitcoin above $60,000 on May 17?",BUY NO,0.5,-0.2691,0.1,50.0,1,0,-50.0,11660.49
2024-05-17 12:00:00+00:00,Roaring Kitty tweets a company ticker/name by Friday?,BUY YES,0.5,0.1022,0.1,50.0,1,1,50.0,11710.49
2024-05-17 12:00:00+00:00,Will Roaring Kitty tweet between 25 and 49 times?,BUY YES,0.5,0.1255,0.1,50.0,0,0,-50.0,11660.49
2024-05-17 12:00:00+00:00,Will Roaring Kitty tweet between 75 and 99 times?,BUY YES,0.5,0.1384,0.1,50.0,1,1,50.0,11710.49
2024-05-17 12:00:00+00:00,Indiana Pacers vs. New York Knicks: Game 6,BUY YES,0.5,0.1093,0.1,50.0,1,1,50.0,11760.49
2024-05-17 12:00:00+00:00,NYC-Dublin portal back online by Friday?,BUY NO,0.5,-0.1046,0.1,50.0,0,1,50.0,11810.49
2024-05-17 12:00:00+00:00,Will Elon tweet 150 or more times?,BUY NO,0.5,-0.0915,0.0915,50.0,0,1,50.0,11860.49
2024-05-17 12:00:00+00:00,Will Elon tweet 135-149 times?,BUY NO,0.5,-0.1283,0.1,50.0,0,1,50.0,11910.49
2024-05-17 12:00:00+00:00,Will Elon tweet 120-134 times?,BUY NO,0.5,-0.1427,0.1,50.0,0,1,50.0,11960.49
2024-05-17 12:00:00+00:00,Will Elon tweet 105-119 times?,BUY NO,0.5,-0.1954,0.1,50.0,0,1,50.0,12010.49
2024-05-17 12:00:00+00:00,Will Elon tweet 90-104 times?,BUY NO,0.5,-0.1017,0.1,50.0,0,1,50.0,12060.49
2024-05-17 12:00:00+00:00,Will Elon tweet 75-89 times?,BUY NO,0.5,-0.2066,0.1,50.0,0,1,50.0,12110.49
2024-05-17 12:00:00+00:00,Will Elon tweet less than 60 times?,BUY NO,0.5,-0.1089,0.1,50.0,1,0,-50.0,12060.49
2024-05-17 12:00:00+00:00,OpenAI public release of search product by Friday?,BUY NO,0.5,-0.1179,0.1,50.0,0,1,50.0,12110.49
2024-05-17 12:00:00+00:00,GME market cap $6-8b on May 17?,BUY NO,0.5,-0.1979,0.1,50.0,1,0,-50.0,12060.49
2024-05-17 12:00:00+00:00,$AMC all time high by Friday?,BUY YES,0.5,0.1223,0.1,50.0,0,0,-50.0,12010.49
2024-05-17 12:00:00+00:00,GME market cap $8-10b on May 17?,BUY NO,0.5,-0.2691,0.1,50.0,0,1,50.0,12060.49
2024-05-17 12:00:00+00:00,Apple + OpenAI deal announced by Friday?,BUY YES,0.5,0.141,0.1,50.0,0,0,-50.0,12010.49
2024-05-17 12:00:00+00:00,Will Elon tweet 60-74 times?,BUY NO,0.5,-0.1954,0.1,50.0,0,1,50.0,12060.49
2024-05-17 12:00:00+00:00,GME market cap below $6b on May 17?,BUY NO,0.5,-0.2299,0.1,50.0,0,1,50.0,12110.49
2024-05-18 12:00:00+00:00,Dallas Mavericks vs. Oklahoma City Thunder: Game 6,BUY NO,0.5,-0.1123,0.1,50.0,1,0,-50.0,12060.49
2024-05-19 04:00:00+00:00,Will Aresnal win the Premier League?,BUY NO,0.5,-0.1614,0.1,50.0,0,1,50.0,12110.49
2024-05-19 04:00:00+00:00,Will Liverpool win the Premier League?,BUY NO,0.5,-0.2055,0.1,50.0,0,1,50.0,12160.49
2024-05-19 04:00:00+00:00,Will another team win the Premier League?,BUY YES,0.5,0.0976,0.0976,50.0,0,0,-50.0,12110.49
2024-05-19 04:00:00+00:00,Will Man City win the Premier League?,BUY NO,0.5,-0.1722,0.1,50.0,1,0,-50.0,12060.49
2024-05-19 12:00:00+00:00,Diddy flees the country by Sunday?,BUY YES,0.5,0.1663,0.1,50.0,0,0,-50.0,12010.49
2024-05-19 12:00:00+00:00,Will someone else win the 2024 PGA Championship?,BUY NO,0.5,-0.2259,0.1,44.6,0,1,44.6,12055.09
2024-05-19 12:00:00+00:00,Will another player be the top goalscorer in the EPL?,BUY NO,0.5,-0.2327,0.1,440.16,0,1,440.16,12495.26
2024-05-19 12:00:00+00:00,Will Son Heung Min be the top goalscorer in the EPL?,BUY NO,0.5,-0.2655,0.1,500.0,0,1,500.0,12995.26
2024-05-19 12:00:00+00:00,Will Ollie Watkins be the top goalscorer in the EPL?,BUY NO,0.5,-0.2398,0.1,431.6,0,1,431.6,13426.86
2024-05-19 12:00:00+00:00,Timberwolves vs. Nuggets Series Winner,BUY NO,0.5,-0.271,0.1,50.0,1,0,-50.0,13376.86
2024-05-19 12:00:00+00:00,Will Erling Haaland be the top goalscorer in the EPL,BUY NO,0.5,-0.2093,0.1,50.0,1,0,-50.0,13326.86
2024-05-19 12:00:00+00:00,Diddy still a free man by Sunday night?,BUY NO,0.5,-0.2089,0.1,50.0,1,0,-50.0,13276.86
2024-05-19 12:00:00+00:00,Justin Bieber unfollows Diddy on Instagram by Sunday night?,BUY YES,0.5,0.1155,0.1,50.0,0,0,-50.0,13226.86
2024-05-19 12:00:00+00:00,New York Knicks vs. Indiana Pacers: Game 7,BUY NO,0.5,-0.1939,0.1,50.0,0,1,50.0,13276.86
2024-05-19 12:00:00+00:00,Denver Nuggets vs. Minnesota Timberwolves: Game 7,BUY NO,0.5,-0.2099,0.1,50.0,0,1,50.0,13326.86
2024-05-19 12:00:00+00:00,Will Mohamed Salah be the top goalscorer in the EPL?,BUY NO,0.5,-0.2584,0.1,500.0,0,1,500.0,13826.86
2024-05-19 12:00:00+00:00,Will Max Homa win the 2024 PGA Championship?,BUY YES,0.5,0.0781,0.0781,50.0,0,0,-50.0,13776.86
2024-05-19 12:00:00+00:00,Will Iran President Raisi be found today?,BUY YES,0.5,0.1738,0.1,50.0,1,1,50.0,13826.86
2024-05-19 12:00:00+00:00,Will Ludvig Aberg win the 2024 PGA Championship?,BUY NO,0.5,-0.2463,0.1,50.0,0,1,50.0,13876.86
2024-05-19 12:00:00+00:00,Will Abel Martinez win the 2024 Dominican Republic presidential election?,BUY NO,0.5,-0.1544,0.1,50.0,0,1,50.0,13926.86
2024-05-19 12:00:00+00:00,Will Leonel Fernandez win the 2024 Dominican Republic presidential election?,BUY NO,0.5,-0.213,0.1,50.0,0,1,50.0,13976.86
2024-05-19 12:00:00+00:00,Will Rory McIlroy win the 2024 PGA Championship?,BUY NO,0.5,-0.2621,0.1,50.0,0,1,50.0,14026.86
2024-05-19 12:00:00+00:00,Will Scottie Scheffler win the 2024 PGA Championship?,BUY NO,0.5,-0.2903,0.1,50.0,0,1,50.0,14076.86
2024-05-19 12:00:00+00:00,Will Brooks Koepka win the 2024 PGA Championship?,BUY NO,0.5,-0.2721,0.1,239.78,0,1,239.78,14316.63
2024-05-19 12:00:00+00:00,Will Xander Schauffele win the 2024 PGA Championship?,BUY NO,0.5,-0.3069,0.1,99.23,1,0,-99.23,14217.41
2024-05-19 12:00:00+00:00,Will Jon Rahm win the 2024 PGA Championship?,BUY NO,0.5,-0.2604,0.1,50.0,0,1,50.0,14267.41
2024-05-19 12:00:00+00:00,Will Bryson DeChambeau win the 2024 PGA Championship?,BUY NO,0.5,-0.1928,0.1,50.0,0,1,50.0,14317.41
2024-05-20 12:00:00+00:00,Will 'If' gross less than $30m opening weekend?,BUY NO,0.5,-0.1138,0.1,50.0,0,1,50.0,14367.41
2024-05-20 12:00:00+00:00,Will the police apologize to Scottie by Monday?,BUY YES,0.5,0.0841,0.0841,50.0,0,0,-50.0,14317.41
2024-05-21 12:00:00+00:00,Will Vince Fong win CA-20 Special Election? ,BUY NO,0.5,-0.218,0.1,50.0,1,0,-50.0,14267.41
2024-05-21 12:00:00+00:00,Will Giuliani appear in court for Arizona indictment?,BUY YES,0.5,0.1155,0.1,50.0,1,1,50.0,14317.41
2024-05-21 12:00:00+00:00,Will Mike Boudreaux win CA-20 Special Election?,BUY NO,0.5,-0.2159,0.1,50.0,0,1,50.0,14367.41
2024-05-22 12:00:00+00:00,Minnesota Timberwolves vs. Dallas Mavericks: Game 1,BUY NO,0.5,-0.0839,0.0839,50.0,0,1,50.0,14417.41
2024-05-22 12:00:00+00:00,Will Liverpool win the Europa League?,BUY NO,0.5,-0.2115,0.1,50.0,0,1,50.0,14467.41
2024-05-22 12:00:00+00:00,Will AS Roma win the Europa League?,BUY NO,0.5,-0.3202,0.1,50.0,0,1,50.0,14517.41
2024-05-22 12:00:00+00:00,Will Benfica win the Europa League?,BUY NO,0.5,-0.1377,0.1,50.0,0,1,50.0,14567.41
2024-05-22 12:00:00+00:00,Will Marseille win the Europa League?,BUY NO,0.5,-0.1497,0.1,50.0,0,1,50.0,14617.41
2024-05-22 12:00:00+00:00,Will Bayer Leverkusen win the Europa League?,BUY NO,0.5,-0.2235,0.1,50.0,0,1,50.0,14667.41
2024-05-22 12:00:00+00:00,Will Atalanta win the Europa League?,BUY NO,0.5,-0.2128,0.1,50.0,1,0,-50.0,14617.41
2024-05-22 12:00:00+00:00,Will West Ham win the Europa League?,BUY NO,0.5,-0.1486,0.1,50.0,0,1,50.0,14667.41
2024-05-22 12:00:00+00:00,Will AC Milan win the Europa League?,BUY NO,0.5,-0.1703,0.1,50.0,0,1,50.0,14717.41
2024-05-23 12:00:00+00:00,Boston Celtics vs. Indiana Pacers: Game 2,BUY NO,0.5,-0.1493,0.1,50.0,1,0,-50.0,14667.41
2024-05-24 12:00:00+00:00,Will Elon tweet 105-114 times?,BUY YES,0.5,0.088,0.088,50.0,0,0,-50.0,14617.41
2024-05-24 12:00:00+00:00,Will Elon tweet 75-84 times?,BUY NO,0.5,-0.2089,0.1,50.0,1,0,-50.0,14567.41
2024-05-24 12:00:00+00:00,"Bitcoin above $65,000 on May 24?",BUY NO,0.5,-0.0771,0.0771,50.0,1,0,-50.0,14517.41
2024-05-24 12:00:00+00:00,Will Elon tweet 55-64 times?,BUY YES,0.5,0.0854,0.0854,50.0,0,0,-50.0,14467.41
2024-05-24 12:00:00+00:00,Minnesota Timberwolves vs. Dallas Mavericks: Game 2,BUY NO,0.5,-0.2287,0.1,50.0,0,1,50.0,14517.41
2024-05-24 12:00:00+00:00,Will Elon tweet 95-104 times?,BUY YES,0.5,0.1247,0.1,50.0,0,0,-50.0,14467.41
2024-05-24 12:00:00+00:00,"Ethereum above $3,000 on May 24?",BUY NO,0.5,-0.2503,0.1,50.0,1,0,-50.0,14417.41
2024-05-24 12:00:00+00:00,Will Elon tweet 65-74 times?,BUY NO,0.5,-0.0925,0.0925,50.0,0,1,50.0,14467.41
2024-05-24 12:00:00+00:00,Will Iran blame Israel for helicopter crash?,BUY YES,0.5,0.1421,0.1,50.0,0,0,-50.0,14417.41
2024-05-24 12:00:00+00:00,New Iranian President by Friday?,BUY YES,0.5,0.0828,0.0828,50.0,1,1,50.0,14467.41
2024-05-25 12:00:00+00:00,Will Manchester United win the FA Cup?,BUY NO,0.5,-0.2102,0.1,50.0,1,0,-50.0,14417.41
2024-05-25 12:00:00+00:00,Will Chelsea win the FA Cup?,BUY NO,0.5,-0.3043,0.1,97.0,0,1,97.0,14514.41
2024-05-25 12:00:00+00:00,Will Manchester City win the FA Cup?,BUY NO,0.5,-0.205,0.1,50.0,0,1,50.0,14564.41
2024-05-25 12:00:00+00:00,Will Bayer Leverkusen go undefeated?,BUY YES,0.5,0.1354,0.1,50.0,0,0,-50.0,14514.41
2024-05-25 12:00:00+00:00,Indiana Pacers vs. Boston Celtics: Game 3,BUY NO,0.5,-0.2089,0.1,50.0,0,1,50.0,14564.41
2024-05-25 12:00:00+00:00,Will Coventry City F.C. win the FA Cup?,BUY NO,0.5,-0.2306,0.1,50.0,0,1,50.0,14614.41
2024-05-26 12:00:00+00:00,Will Andrius Mazuronis win the 2024 Lithuanian presidential election?,BUY NO,0.5,-0.2163,0.1,50.0,0,1,50.0,14664.41
2024-05-26 12:00:00+00:00,Will Ignas Vegele win the 2024 Lithuanian presidential election?,BUY NO,0.5,-0.1307,0.1,50.0,0,1,50.0,14714.41
2024-05-26 12:00:00+00:00,Dallas Mavericks vs. Minnesota Timberwolves: Game 3,BUY NO,0.5,-0.1123,0.1,50.0,1,0,-50.0,14664.41
2024-05-26 12:00:00+00:00,Will Remigijus Zemaitaitis win the 2024 Lithuanian presidential election?,BUY NO,0.5,-0.2199,0.1,50.0,0,1,50.0,14714.41
2024-05-26 12:00:00+00:00,Will Ingrida Simonyte win the 2024 Lithuanian presidential election?,BUY NO,0.5,-0.0947,0.0947,50.0,0,1,50.0,14764.41
2024-05-26 12:00:00+00:00,Will Gitanas Nauseda win the 2024 Lithuanian presidential election?,BUY NO,0.5,-0.2634,0.1,50.0,1,0,-50.0,14714.41
2024-05-26 12:00:00+00:00,Will another candidate win the 2024 Lithuanian presidential election?,BUY NO,0.5,-0.1673,0.1,50.0,0,1,50.0,14764.41
2024-05-27 12:00:00+00:00,'The Garfield Movie' between $26-30m Opening Weekend?,BUY NO,0.5,-0.2539,0.1,50.0,0,1,50.0,14814.41
2024-05-27 12:00:00+00:00,'The Garfield Movie' >$30m Opening Weekend?,BUY YES,0.5,0.1247,0.1,50.0,0,0,-50.0,14764.41
2024-05-27 12:00:00+00:00,'The Garfield Movie' <$26m Opening Weekend?,BUY YES,0.5,0.1097,0.1,50.0,1,1,50.0,14814.41
2024-05-27 12:00:00+00:00,'Furiosa: A Mad Max Saga' between $38-44m Opening Weekend?,BUY YES,0.5,0.0347,0.0347,50.0,0,0,-50.0,14764.41
2024-05-27 12:00:00+00:00,'Furiosa: A Mad Max Saga' >$44m Opening Weekend?,BUY YES,0.5,0.0768,0.0768,50.0,0,0,-50.0,14714.41
2024-05-27 12:00:00+00:00,'Furiosa: A Mad Max Saga' <$38m Opening Weekend?,BUY YES,0.5,0.0588,0.0588,50.0,1,1,50.0,14764.41
2024-05-28 12:00:00+00:00,Was Caitlyn Jenner hacked?,BUY YES,0.5,0.1321,0.1,50.0,0,0,-50.0,14714.41
2024-05-28 12:00:00+00:00,Mavericks vs. Timberwolves: Game 4,BUY YES,0.5,0.2119,0.1,50.0,0,0,-50.0,14664.41
2024-05-29 12:00:00+00:00,Will Andrew Tate tweet 45-54 times?,BUY NO,0.5,-0.1842,0.1,50.0,0,1,50.0,14714.41
2024-05-29 12:00:00+00:00,Will Andrew Tate tweet 55-64 times?,BUY NO,0.5,-0.1833,0.1,50.0,0,1,50.0,14764.41
2024-05-29 12:00:00+00:00,Will Andrew Tate tweet 65-74 times?,BUY NO,0.5,-0.2474,0.1,50.0,0,1,50.0,14814.41
2024-05-29 12:00:00+00:00,Will Andrew Tate tweet less than 45 times?,BUY NO,0.5,-0.2005,0.1,50.0,0,1,50.0,14864.41
2024-05-29 12:00:00+00:00,Will Andrew Tate tweet 75-84 times?,BUY NO,0.5,-0.2498,0.1,50.0,0,1,50.0,14914.41
2024-05-29 12:00:00+00:00,Will Andrew Tate tweet 95-104 times?,BUY NO,0.5,-0.203,0.1,50.0,0,1,50.0,14964.41
2024-05-29 12:00:00+00:00,South Africa Election: Will ANC win a majority of seats?,BUY NO,0.5,-0.1062,0.1,50.0,0,1,50.0,15014.41
2024-05-29 12:00:00+00:00,Will Andrew Tate tweet 105 or more times?,BUY NO,0.5,-0.2604,0.1,50.0,1,0,-50.0,14964.41
